,box,angry,disgust,fear,happy,sad,surprise,neutral
0,"[395, 159, 217, 254]",0.37,0.0,0.27,0.0,0.26,0.0,0.09
1,"[393, 160, 219, 248]",0.25,0.0,0.33,0.01,0.24,0.0,0.17
2,"[395, 168, 212, 241]",0.32,0.0,0.33,0.01,0.28,0.0,0.05
3,"[397, 167, 212, 240]",0.19,0.0,0.3,0.03,0.35,0.0,0.12
4,"[412, 168, 204, 237]",0.32,0.0,0.35,0.01,0.23,0.0,0.09
5,"[402, 159, 218, 248]",0.42,0.0,0.34,0.01,0.16,0.0,0.07
6,"[400, 159, 219, 250]",0.13,0.0,0.23,0.01,0.36,0.0,0.27
7,"[401, 160, 218, 249]",0.13,0.0,0.22,0.03,0.32,0.0,0.3
8,"[402, 160, 216, 248]",0.15,0.0,0.27,0.01,0.32,0.0,0.25
9,"[401, 160, 217, 248]",0.18,0.0,0.26,0.01,0.34,0.0,0.21
10,"[401, 160, 217, 248]",0.19,0.0,0.24,0.01,0.32,0.0,0.24
11,"[401, 160, 218, 248]",0.23,0.0,0.33,0.01,0.3,0.0,0.13
12,"[403, 168, 205, 234]",0.16,0.0,0.3,0.01,0.38,0.0,0.15
13,"[402, 168, 207, 235]",0.16,0.0,0.2,0.02,0.33,0.0,0.29
14,"[401, 168, 207, 235]",0.2,0.0,0.23,0.02,0.28,0.0,0.27
15,"[402, 168, 206, 235]",0.18,0.0,0.24,0.01,0.32,0.0,0.26
16,"[404, 168, 205, 235]",0.28,0.0,0.33,0.01,0.28,0.0,0.11
17,"[405, 168, 204, 236]",0.26,0.0,0.29,0.01,0.25,0.0,0.18
18,"[403, 168, 206, 237]",0.2,0.0,0.31,0.01,0.28,0.0,0.2
19,"[403, 168, 206, 236]",0.19,0.0,0.29,0.02,0.31,0.0,0.2
20,"[403, 168, 206, 237]",0.25,0.0,0.3,0.02,0.27,0.0,0.16
21,"[403, 167, 207, 238]",0.21,0.0,0.29,0.02,0.3,0.0,0.18
22,"[403, 169, 206, 233]",0.28,0.0,0.3,0.01,0.24,0.0,0.17
23,"[403, 168, 207, 234]",0.33,0.0,0.31,0.01,0.2,0.0,0.15
24,"[398, 165, 210, 238]",0.1,0.0,0.15,0.02,0.4,0.0,0.33
25,"[400, 166, 208, 237]",0.11,0.0,0.19,0.01,0.41,0.0,0.28
26,"[400, 167, 209, 237]",0.08,0.0,0.2,0.01,0.44,0.0,0.27
27,"[400, 167, 208, 235]",0.12,0.0,0.2,0.01,0.4,0.0,0.26
28,"[400, 167, 208, 237]",0.12,0.0,0.23,0.01,0.4,0.0,0.24
29,"[399, 167, 208, 237]",0.09,0.0,0.21,0.01,0.42,0.0,0.27
30,"[398, 166, 210, 239]",0.1,0.0,0.22,0.01,0.41,0.0,0.25
31,"[401, 165, 210, 240]",0.17,0.0,0.22,0.01,0.34,0.0,0.26
32,"[400, 166, 209, 237]",0.27,0.0,0.3,0.01,0.31,0.0,0.11
33,"[400, 165, 208, 239]",0.21,0.0,0.32,0.01,0.28,0.0,0.18
34,"[402, 165, 207, 239]",0.18,0.0,0.25,0.01,0.29,0.0,0.26
35,"[403, 166, 208, 237]",0.29,0.0,0.28,0.01,0.24,0.0,0.18
36,"[394, 158, 222, 251]",0.26,0.0,0.27,0.01,0.24,0.0,0.22
37,"[402, 167, 206, 236]",0.15,0.0,0.34,0.01,0.32,0.0,0.18
38,"[401, 166, 209, 237]",0.16,0.0,0.3,0.01,0.26,0.0,0.28
39,"[401, 166, 210, 239]",0.12,0.0,0.32,0.01,0.36,0.0,0.2
40,"[401, 166, 209, 237]",0.12,0.0,0.26,0.01,0.37,0.0,0.24
41,"[401, 167, 209, 237]",0.1,0.0,0.27,0.01,0.4,0.0,0.23
42,"[399, 166, 210, 238]",0.06,0.0,0.17,0.01,0.48,0.0,0.28
43,"[400, 167, 208, 237]",0.05,0.0,0.13,0.01,0.51,0.0,0.3
44,"[400, 167, 208, 237]",0.06,0.0,0.15,0.01,0.45,0.0,0.32
45,"[400, 168, 207, 236]",0.06,0.0,0.12,0.01,0.49,0.0,0.32
46,"[400, 167, 207, 236]",0.08,0.0,0.17,0.01,0.53,0.0,0.21
47,"[400, 168, 206, 234]",0.08,0.0,0.17,0.02,0.52,0.0,0.21
48,"[400, 167, 207, 235]",0.09,0.0,0.18,0.03,0.37,0.0,0.34
49,"[401, 166, 206, 235]",0.2,0.0,0.23,0.03,0.27,0.0,0.27
50,"[402, 167, 206, 234]",0.27,0.0,0.31,0.01,0.27,0.0,0.14
51,"[402, 166, 206, 238]",0.15,0.0,0.25,0.01,0.23,0.0,0.35
52,"[394, 158, 223, 252]",0.24,0.0,0.27,0.03,0.28,0.0,0.19
53,"[402, 166, 207, 239]",0.18,0.0,0.27,0.01,0.33,0.0,0.22
54,"[397, 157, 219, 251]",0.25,0.0,0.35,0.0,0.24,0.0,0.15
55,"[397, 157, 219, 251]",0.3,0.0,0.3,0.01,0.21,0.0,0.18
56,"[397, 157, 220, 253]",0.19,0.0,0.35,0.01,0.27,0.0,0.18
57,"[402, 165, 208, 238]",0.21,0.0,0.41,0.0,0.24,0.0,0.13
58,"[402, 164, 210, 240]",0.2,0.0,0.35,0.01,0.2,0.0,0.24
59,"[396, 157, 222, 252]",0.21,0.0,0.3,0.01,0.25,0.0,0.24
60,"[401, 164, 208, 239]",0.24,0.0,0.3,0.01,0.24,0.0,0.22
61,"[395, 157, 223, 252]",0.21,0.0,0.18,0.01,0.27,0.0,0.33
62,"[395, 157, 222, 252]",0.19,0.0,0.21,0.01,0.29,0.0,0.29
63,"[395, 157, 221, 251]",0.21,0.0,0.23,0.01,0.26,0.0,0.29
64,"[394, 155, 224, 255]",0.18,0.0,0.25,0.02,0.26,0.0,0.29
65,"[394, 155, 224, 254]",0.16,0.0,0.26,0.01,0.3,0.0,0.28
66,"[402, 166, 206, 237]",0.26,0.0,0.32,0.01,0.24,0.0,0.17
67,"[402, 166, 206, 236]",0.27,0.0,0.34,0.01,0.22,0.0,0.16
68,"[394, 157, 220, 251]",0.26,0.0,0.32,0.0,0.19,0.0,0.22
69,"[398, 165, 211, 239]",0.07,0.0,0.13,0.01,0.35,0.0,0.44
70,"[400, 166, 208, 238]",0.07,0.0,0.12,0.01,0.34,0.0,0.47
71,"[400, 166, 210, 238]",0.07,0.0,0.14,0.01,0.37,0.0,0.4
72,"[399, 165, 209, 240]",0.05,0.0,0.1,0.0,0.39,0.0,0.46
73,"[398, 165, 211, 240]",0.1,0.0,0.21,0.0,0.39,0.0,0.29
74,"[398, 166, 209, 237]",0.07,0.0,0.2,0.01,0.33,0.0,0.39
75,"[398, 166, 208, 237]",0.09,0.0,0.21,0.01,0.35,0.0,0.34
76,"[400, 166, 208, 236]",0.12,0.0,0.18,0.01,0.4,0.0,0.29
77,"[400, 166, 208, 235]",0.16,0.0,0.28,0.0,0.41,0.0,0.15
78,"[399, 166, 209, 237]",0.1,0.0,0.19,0.01,0.38,0.0,0.33
79,"[400, 167, 208, 236]",0.1,0.0,0.21,0.01,0.39,0.0,0.3
80,"[399, 167, 207, 236]",0.11,0.0,0.23,0.01,0.39,0.0,0.26
81,"[400, 167, 206, 235]",0.15,0.0,0.26,0.01,0.37,0.0,0.22
82,"[400, 166, 209, 239]",0.1,0.0,0.2,0.01,0.41,0.0,0.29
83,"[402, 167, 207, 237]",0.1,0.0,0.17,0.0,0.33,0.0,0.4
84,"[401, 167, 207, 235]",0.12,0.0,0.32,0.0,0.38,0.0,0.17
85,"[399, 166, 210, 238]",0.11,0.0,0.21,0.0,0.33,0.0,0.34
86,"[400, 166, 208, 237]",0.12,0.0,0.26,0.0,0.38,0.0,0.24
87,"[398, 166, 210, 237]",0.09,0.0,0.24,0.0,0.35,0.0,0.32
88,"[398, 166, 209, 237]",0.08,0.0,0.21,0.0,0.33,0.0,0.37
89,"[398, 166, 209, 238]",0.1,0.0,0.17,0.0,0.37,0.0,0.36
90,"[401, 165, 209, 237]",0.11,0.0,0.3,0.0,0.33,0.0,0.26
91,"[395, 156, 222, 253]",0.2,0.0,0.25,0.0,0.29,0.0,0.26
92,"[396, 156, 221, 253]",0.22,0.0,0.27,0.0,0.27,0.0,0.23
93,"[401, 166, 207, 236]",0.27,0.0,0.35,0.0,0.26,0.0,0.12
94,"[400, 165, 209, 238]",0.22,0.0,0.31,0.0,0.25,0.0,0.22
95,"[395, 156, 221, 252]",0.16,0.0,0.3,0.0,0.29,0.0,0.24
96,"[400, 165, 207, 239]",0.15,0.0,0.35,0.0,0.29,0.0,0.22
97,"[401, 166, 208, 237]",0.19,0.0,0.39,0.0,0.26,0.0,0.15
98,"[401, 165, 209, 238]",0.2,0.0,0.36,0.0,0.25,0.0,0.18
99,"[402, 166, 206, 238]",0.27,0.0,0.22,0.01,0.21,0.0,0.28
100,"[400, 164, 208, 240]",0.26,0.0,0.23,0.01,0.21,0.0,0.29
101,"[401, 164, 209, 239]",0.33,0.0,0.27,0.01,0.18,0.0,0.21
102,"[402, 165, 207, 238]",0.35,0.0,0.22,0.01,0.14,0.0,0.28
103,"[398, 165, 209, 239]",0.25,0.0,0.17,0.01,0.18,0.0,0.39
104,"[395, 162, 213, 242]",0.07,0.0,0.14,0.01,0.24,0.0,0.54
105,"[396, 164, 210, 239]",0.13,0.0,0.25,0.0,0.38,0.0,0.23
106,"[398, 163, 213, 244]",0.12,0.0,0.3,0.0,0.28,0.0,0.29
107,"[398, 158, 218, 251]",0.07,0.0,0.2,0.0,0.35,0.0,0.38
108,"[399, 158, 218, 252]",0.08,0.0,0.23,0.01,0.34,0.0,0.34
109,"[398, 156, 219, 254]",0.05,0.0,0.19,0.0,0.34,0.0,0.41
110,"[398, 157, 218, 252]",0.14,0.0,0.19,0.0,0.34,0.0,0.32
111,"[397, 156, 219, 252]",0.06,0.0,0.16,0.0,0.49,0.0,0.29
112,"[397, 158, 221, 251]",0.12,0.0,0.27,0.0,0.31,0.0,0.3
113,"[397, 158, 218, 250]",0.1,0.0,0.24,0.0,0.3,0.0,0.36
114,"[395, 156, 223, 254]",0.13,0.0,0.28,0.01,0.38,0.0,0.21
115,"[401, 164, 209, 239]",0.19,0.0,0.28,0.01,0.27,0.0,0.25
116,"[401, 165, 208, 239]",0.2,0.0,0.26,0.01,0.28,0.0,0.25
117,"[401, 166, 208, 237]",0.17,0.0,0.3,0.01,0.27,0.0,0.25
118,"[395, 154, 224, 257]",0.15,0.0,0.32,0.01,0.36,0.0,0.16
119,"[401, 164, 208, 239]",0.18,0.0,0.32,0.0,0.24,0.0,0.26
120,"[393, 154, 225, 257]",0.17,0.0,0.33,0.0,0.3,0.0,0.2
121,"[395, 154, 224, 255]",0.14,0.0,0.27,0.0,0.32,0.0,0.26
122,"[395, 154, 223, 255]",0.16,0.0,0.29,0.0,0.33,0.0,0.22
123,"[402, 164, 208, 241]",0.16,0.0,0.39,0.0,0.27,0.0,0.18
124,"[397, 154, 222, 255]",0.18,0.0,0.26,0.0,0.31,0.0,0.26
125,"[401, 163, 210, 242]",0.14,0.0,0.38,0.0,0.26,0.0,0.21
126,"[394, 155, 223, 255]",0.15,0.0,0.3,0.0,0.38,0.0,0.18
127,"[396, 155, 221, 253]",0.16,0.0,0.22,0.0,0.3,0.0,0.32
128,"[399, 166, 208, 237]",0.06,0.0,0.13,0.0,0.39,0.0,0.43
129,"[399, 165, 209, 239]",0.05,0.0,0.11,0.0,0.45,0.0,0.39
130,"[399, 166, 208, 237]",0.08,0.0,0.2,0.0,0.41,0.0,0.3
131,"[398, 165, 210, 239]",0.06,0.0,0.17,0.0,0.38,0.0,0.38
132,"[398, 165, 210, 240]",0.09,0.0,0.21,0.0,0.4,0.0,0.3
133,"[397, 164, 212, 241]",0.08,0.0,0.21,0.0,0.4,0.0,0.3
134,"[398, 165, 210, 240]",0.08,0.0,0.19,0.0,0.45,0.0,0.28
135,"[399, 164, 209, 240]",0.13,0.0,0.24,0.0,0.35,0.0,0.27
136,"[399, 164, 209, 240]",0.17,0.0,0.32,0.0,0.3,0.0,0.21
137,"[400, 163, 210, 241]",0.17,0.0,0.36,0.0,0.24,0.0,0.23
138,"[400, 164, 208, 239]",0.25,0.0,0.32,0.0,0.28,0.0,0.15
139,"[400, 164, 210, 240]",0.24,0.0,0.37,0.0,0.26,0.0,0.13
140,"[396, 156, 220, 252]",0.15,0.0,0.32,0.0,0.32,0.0,0.21
141,"[398, 156, 220, 253]",0.2,0.0,0.3,0.0,0.25,0.0,0.23
142,"[399, 157, 219, 251]",0.13,0.0,0.3,0.0,0.31,0.0,0.25
143,"[415, 154, 220, 251]",0.27,0.0,0.28,0.0,0.28,0.0,0.17
144,"[415, 155, 219, 252]",0.23,0.0,0.3,0.0,0.3,0.0,0.17
145,"[458, 154, 219, 252]",0.48,0.0,0.2,0.0,0.19,0.0,0.12
146,"[463, 153, 217, 254]",0.48,0.0,0.18,0.0,0.16,0.0,0.18
147,"[474, 165, 206, 242]",0.41,0.0,0.11,0.01,0.27,0.0,0.2
148,"[475, 166, 204, 239]",0.46,0.0,0.14,0.01,0.21,0.0,0.18
149,"[472, 165, 206, 240]",0.42,0.0,0.15,0.01,0.19,0.0,0.24
150,"[461, 152, 223, 255]",0.46,0.0,0.22,0.0,0.16,0.0,0.15
151,"[473, 163, 205, 240]",0.39,0.0,0.16,0.01,0.2,0.0,0.25
152,"[458, 144, 230, 263]",0.47,0.0,0.32,0.01,0.14,0.0,0.06
153,"[492, 147, 220, 254]",0.36,0.0,0.32,0.02,0.13,0.0,0.18
154,"[493, 143, 221, 258]",0.43,0.0,0.36,0.02,0.12,0.0,0.08
155,"[492, 144, 221, 258]",0.46,0.0,0.3,0.03,0.1,0.0,0.1
156,"[488, 146, 222, 257]",0.41,0.0,0.28,0.02,0.13,0.0,0.15
157,"[486, 144, 224, 259]",0.33,0.0,0.26,0.03,0.18,0.0,0.2
158,"[487, 145, 223, 258]",0.39,0.0,0.3,0.04,0.16,0.0,0.11
159,"[488, 145, 222, 259]",0.37,0.0,0.35,0.01,0.17,0.0,0.1
160,"[489, 147, 223, 257]",0.47,0.0,0.3,0.03,0.12,0.0,0.1
161,"[490, 149, 223, 257]",0.45,0.0,0.27,0.01,0.16,0.0,0.11
162,"[494, 148, 221, 255]",0.45,0.0,0.32,0.01,0.12,0.0,0.09
163,"[498, 150, 218, 252]",0.42,0.0,0.31,0.02,0.12,0.0,0.14
164,"[502, 151, 213, 249]",0.41,0.0,0.2,0.01,0.12,0.0,0.26
165,"[506, 151, 210, 245]",0.3,0.0,0.22,0.01,0.17,0.0,0.3
166,"[514, 149, 202, 248]",0.36,0.0,0.21,0.03,0.14,0.0,0.25
167,"[543, 144, 204, 251]",0.37,0.0,0.38,0.03,0.1,0.0,0.12
168,"[545, 143, 205, 253]",0.38,0.0,0.31,0.04,0.08,0.0,0.19
169,"[544, 142, 206, 254]",0.31,0.0,0.3,0.08,0.1,0.0,0.22
170,"[541, 141, 209, 256]",0.41,0.0,0.26,0.07,0.09,0.0,0.17
171,"[454, 143, 221, 259]",0.22,0.0,0.55,0.0,0.13,0.08,0.02
172,"[451, 144, 213, 252]",0.3,0.02,0.5,0.0,0.14,0.01,0.02
173,"[446, 142, 214, 256]",0.28,0.01,0.52,0.01,0.11,0.03,0.04
174,"[442, 147, 215, 255]",0.29,0.0,0.42,0.0,0.11,0.01,0.15
175,"[441, 143, 214, 258]",0.1,0.0,0.66,0.01,0.11,0.01,0.11
176,"[442, 145, 209, 250]",0.18,0.0,0.48,0.02,0.15,0.03,0.14
177,"[437, 144, 211, 253]",0.13,0.0,0.48,0.07,0.2,0.02,0.11
178,"[435, 145, 213, 252]",0.24,0.0,0.39,0.05,0.24,0.01,0.07
179,"[433, 141, 216, 259]",0.14,0.0,0.43,0.07,0.2,0.01,0.15
180,"[431, 140, 218, 260]",0.23,0.0,0.3,0.17,0.13,0.01,0.16
181,"[429, 130, 231, 273]",0.21,0.0,0.43,0.05,0.16,0.06,0.09
182,"[446, 136, 219, 255]",0.34,0.0,0.39,0.08,0.13,0.0,0.05
183,"[443, 135, 223, 254]",0.22,0.0,0.45,0.08,0.13,0.0,0.11
184,"[439, 130, 230, 259]",0.3,0.0,0.42,0.07,0.1,0.01,0.11
185,"[442, 127, 232, 265]",0.31,0.0,0.5,0.04,0.1,0.0,0.04
186,"[437, 124, 241, 272]",0.31,0.0,0.38,0.1,0.12,0.0,0.09
187,"[436, 128, 241, 271]",0.32,0.0,0.44,0.07,0.12,0.0,0.05
188,"[436, 133, 238, 268]",0.27,0.0,0.48,0.05,0.12,0.01,0.07
189,"[436, 133, 238, 266]",0.22,0.0,0.48,0.09,0.14,0.01,0.06
190,"[438, 134, 236, 265]",0.32,0.0,0.4,0.07,0.1,0.0,0.1
191,"[440, 132, 235, 265]",0.45,0.0,0.33,0.06,0.12,0.0,0.04
192,"[435, 141, 216, 260]",0.17,0.0,0.68,0.0,0.11,0.02,0.01
193,"[437, 152, 216, 252]",0.24,0.01,0.4,0.0,0.14,0.17,0.04
194,"[436, 147, 216, 251]",0.19,0.01,0.48,0.0,0.21,0.02,0.1
195,"[436, 140, 217, 250]",0.36,0.0,0.3,0.07,0.14,0.01,0.12
196,"[488, 125, 244, 280]",0.44,0.0,0.19,0.02,0.26,0.0,0.09
197,"[482, 113, 256, 295]",0.34,0.0,0.21,0.06,0.32,0.0,0.07
198,"[478, 119, 256, 291]",0.34,0.0,0.24,0.04,0.29,0.0,0.09
199,"[476, 127, 254, 285]",0.37,0.0,0.2,0.03,0.3,0.0,0.1
200,"[475, 130, 252, 283]",0.44,0.0,0.16,0.09,0.2,0.0,0.1
201,"[473, 133, 253, 281]",0.49,0.0,0.17,0.04,0.21,0.0,0.09
202,"[468, 131, 253, 283]",0.4,0.0,0.22,0.05,0.27,0.0,0.06
203,"[469, 132, 252, 282]",0.45,0.0,0.16,0.05,0.28,0.0,0.05
204,"[468, 134, 251, 280]",0.46,0.0,0.2,0.04,0.24,0.0,0.06
205,"[471, 137, 242, 276]",0.61,0.0,0.16,0.02,0.14,0.0,0.07
206,"[466, 124, 249, 285]",0.46,0.0,0.28,0.04,0.16,0.0,0.06
207,"[468, 128, 245, 281]",0.52,0.0,0.24,0.03,0.14,0.0,0.06
208,"[467, 134, 240, 275]",0.53,0.0,0.16,0.03,0.16,0.0,0.12
209,"[466, 130, 241, 279]",0.57,0.0,0.2,0.02,0.14,0.0,0.07
210,"[467, 130, 240, 277]",0.5,0.0,0.22,0.02,0.17,0.0,0.09
211,"[467, 130, 241, 276]",0.46,0.0,0.27,0.02,0.17,0.0,0.08
212,"[466, 127, 244, 281]",0.45,0.0,0.28,0.03,0.18,0.0,0.07
213,"[466, 126, 248, 285]",0.46,0.0,0.2,0.03,0.22,0.0,0.09
