,box,angry,disgust,fear,happy,sad,surprise,neutral
122,"[653, 312, 204, 262]",0.07,0.0,0.07,0.5,0.12,0.01,0.23
123,"[650, 312, 206, 262]",0.04,0.0,0.07,0.56,0.13,0.01,0.18
124,"[655, 317, 202, 257]",0.05,0.0,0.06,0.56,0.12,0.01,0.19
125,"[658, 314, 202, 263]",0.04,0.0,0.07,0.5,0.15,0.01,0.22
126,"[663, 319, 199, 255]",0.05,0.0,0.09,0.51,0.16,0.01,0.18
127,"[661, 316, 201, 259]",0.05,0.0,0.05,0.66,0.12,0.01,0.12
128,"[662, 319, 199, 254]",0.04,0.0,0.03,0.78,0.09,0.01,0.05
129,"[651, 310, 201, 258]",0.04,0.0,0.05,0.51,0.2,0.01,0.21
130,"[639, 307, 196, 250]",0.04,0.0,0.07,0.61,0.12,0.01,0.16
131,"[636, 298, 196, 259]",0.03,0.0,0.05,0.55,0.13,0.01,0.22
132,"[638, 301, 196, 256]",0.03,0.0,0.07,0.56,0.13,0.01,0.2
133,"[644, 317, 196, 250]",0.05,0.0,0.05,0.58,0.16,0.01,0.14
134,"[641, 308, 195, 253]",0.05,0.0,0.08,0.56,0.12,0.01,0.18
135,"[638, 317, 197, 250]",0.06,0.0,0.08,0.5,0.19,0.01,0.15
136,"[632, 299, 212, 273]",0.06,0.0,0.05,0.53,0.18,0.01,0.17
137,"[650, 316, 209, 276]",0.02,0.0,0.02,0.65,0.17,0.0,0.13
138,"[663, 340, 199, 252]",0.04,0.0,0.05,0.49,0.23,0.01,0.18
139,"[641, 272, 212, 267]",0.05,0.0,0.07,0.41,0.18,0.01,0.28
140,"[633, 264, 213, 270]",0.04,0.0,0.05,0.49,0.15,0.0,0.26
141,"[638, 266, 213, 267]",0.06,0.0,0.05,0.37,0.21,0.01,0.3
142,"[644, 268, 212, 263]",0.05,0.0,0.06,0.48,0.21,0.01,0.19
143,"[645, 262, 209, 265]",0.06,0.0,0.07,0.42,0.19,0.01,0.26
144,"[649, 267, 207, 258]",0.03,0.0,0.11,0.39,0.2,0.01,0.26
145,"[647, 258, 208, 265]",0.05,0.0,0.04,0.61,0.14,0.0,0.15
146,"[647, 255, 209, 266]",0.05,0.0,0.08,0.4,0.19,0.01,0.27
147,"[645, 252, 210, 267]",0.04,0.0,0.04,0.41,0.15,0.01,0.35
148,"[638, 245, 214, 273]",0.03,0.0,0.04,0.44,0.19,0.01,0.29
149,"[636, 244, 213, 273]",0.04,0.0,0.04,0.48,0.19,0.01,0.24
150,"[635, 242, 214, 278]",0.03,0.0,0.06,0.32,0.25,0.01,0.33
151,"[632, 244, 214, 277]",0.05,0.0,0.07,0.27,0.3,0.01,0.3
152,"[630, 240, 219, 283]",0.03,0.0,0.04,0.48,0.2,0.0,0.25
153,"[633, 241, 215, 280]",0.03,0.0,0.03,0.63,0.13,0.0,0.17
154,"[641, 255, 211, 265]",0.03,0.0,0.04,0.67,0.11,0.01,0.14
155,"[636, 256, 213, 269]",0.05,0.0,0.06,0.49,0.19,0.01,0.2
156,"[631, 254, 218, 274]",0.04,0.0,0.05,0.54,0.17,0.01,0.19
157,"[632, 250, 220, 279]",0.03,0.0,0.04,0.54,0.13,0.0,0.26
158,"[636, 256, 216, 274]",0.03,0.0,0.04,0.65,0.12,0.0,0.15
159,"[637, 260, 212, 270]",0.05,0.0,0.05,0.62,0.11,0.01,0.16
160,"[640, 257, 212, 273]",0.04,0.0,0.07,0.6,0.09,0.01,0.18
161,"[641, 260, 210, 270]",0.04,0.0,0.04,0.63,0.1,0.01,0.18
162,"[644, 264, 208, 265]",0.04,0.0,0.05,0.59,0.14,0.01,0.17
163,"[646, 265, 207, 264]",0.04,0.0,0.04,0.65,0.12,0.01,0.15
164,"[646, 266, 209, 265]",0.04,0.0,0.05,0.52,0.17,0.01,0.22
165,"[648, 266, 208, 262]",0.04,0.0,0.06,0.38,0.2,0.01,0.32
166,"[650, 264, 210, 264]",0.02,0.0,0.04,0.63,0.1,0.01,0.18
167,"[652, 267, 208, 262]",0.07,0.0,0.05,0.53,0.17,0.01,0.18
168,"[655, 264, 208, 267]",0.05,0.0,0.03,0.69,0.09,0.01,0.12
169,"[655, 272, 208, 267]",0.04,0.0,0.04,0.71,0.09,0.01,0.11
170,"[655, 271, 212, 268]",0.02,0.0,0.02,0.79,0.07,0.0,0.1
171,"[656, 270, 212, 272]",0.03,0.0,0.03,0.72,0.09,0.0,0.12
172,"[665, 280, 209, 269]",0.06,0.0,0.05,0.54,0.17,0.01,0.17
173,"[666, 262, 211, 270]",0.06,0.0,0.05,0.57,0.14,0.01,0.17
174,"[655, 267, 211, 270]",0.03,0.0,0.06,0.53,0.15,0.01,0.22
175,"[647, 266, 210, 271]",0.05,0.0,0.06,0.53,0.11,0.01,0.24
176,"[644, 265, 212, 272]",0.05,0.0,0.08,0.51,0.13,0.01,0.21
177,"[643, 264, 210, 270]",0.03,0.0,0.06,0.65,0.1,0.01,0.15
178,"[644, 265, 210, 268]",0.02,0.0,0.05,0.57,0.12,0.01,0.23
179,"[647, 267, 210, 269]",0.05,0.0,0.05,0.58,0.1,0.01,0.21
180,"[672, 277, 211, 267]",0.06,0.0,0.06,0.52,0.2,0.01,0.15
181,"[677, 272, 212, 272]",0.03,0.0,0.04,0.7,0.12,0.0,0.1
182,"[691, 280, 202, 259]",0.05,0.0,0.09,0.44,0.14,0.02,0.26
183,"[681, 274, 214, 273]",0.05,0.0,0.08,0.53,0.14,0.01,0.2
184,"[684, 277, 211, 267]",0.06,0.0,0.11,0.39,0.15,0.01,0.27
185,"[685, 273, 210, 268]",0.06,0.0,0.12,0.38,0.18,0.01,0.26
186,"[684, 269, 213, 271]",0.04,0.0,0.05,0.6,0.12,0.01,0.18
187,"[686, 276, 208, 263]",0.06,0.0,0.08,0.37,0.25,0.01,0.23
188,"[686, 276, 208, 264]",0.06,0.0,0.06,0.51,0.19,0.01,0.17
189,"[686, 273, 208, 265]",0.04,0.0,0.07,0.59,0.13,0.01,0.16
190,"[687, 276, 207, 262]",0.06,0.0,0.08,0.43,0.17,0.01,0.25
191,"[686, 272, 208, 265]",0.03,0.0,0.04,0.64,0.09,0.01,0.19
192,"[686, 271, 210, 268]",0.04,0.0,0.1,0.43,0.14,0.02,0.28
193,"[686, 271, 210, 269]",0.04,0.0,0.05,0.66,0.11,0.01,0.13
