,box,angry,disgust,fear,happy,sad,surprise,neutral
0,"[341, 399, 248, 300]",0.18,0.05,0.27,0.0,0.32,0.04,0.15
1,"[328, 401, 251, 297]",0.24,0.08,0.29,0.0,0.22,0.03,0.15
2,"[338, 397, 253, 304]",0.22,0.04,0.29,0.0,0.24,0.04,0.17
3,"[327, 396, 259, 309]",0.33,0.04,0.29,0.0,0.18,0.05,0.11
4,"[334, 399, 251, 300]",0.32,0.11,0.23,0.0,0.17,0.05,0.12
5,"[333, 399, 250, 299]",0.34,0.09,0.23,0.0,0.15,0.04,0.16
6,"[336, 399, 251, 303]",0.3,0.11,0.26,0.0,0.2,0.03,0.11
7,"[339, 401, 250, 302]",0.24,0.06,0.32,0.0,0.21,0.04,0.13
8,"[339, 401, 250, 302]",0.26,0.07,0.3,0.0,0.21,0.04,0.13
9,"[338, 400, 250, 302]",0.26,0.09,0.29,0.0,0.22,0.03,0.11
10,"[337, 402, 249, 300]",0.21,0.1,0.24,0.0,0.26,0.02,0.17
11,"[325, 401, 257, 306]",0.3,0.04,0.24,0.0,0.24,0.04,0.14
12,"[324, 403, 257, 304]",0.24,0.08,0.22,0.0,0.28,0.03,0.16
13,"[326, 402, 254, 304]",0.21,0.06,0.25,0.0,0.3,0.03,0.15
14,"[329, 410, 247, 293]",0.21,0.11,0.21,0.0,0.28,0.03,0.16
15,"[327, 410, 250, 294]",0.19,0.18,0.24,0.0,0.25,0.02,0.12
16,"[336, 404, 252, 300]",0.23,0.02,0.23,0.0,0.26,0.03,0.23
17,"[339, 404, 249, 297]",0.2,0.1,0.23,0.0,0.3,0.02,0.15
18,"[327, 410, 250, 295]",0.16,0.03,0.27,0.0,0.36,0.02,0.16
19,"[324, 405, 253, 302]",0.23,0.11,0.2,0.0,0.33,0.02,0.11
20,"[321, 405, 256, 301]",0.19,0.2,0.2,0.0,0.26,0.02,0.13
21,"[322, 404, 254, 303]",0.25,0.14,0.2,0.0,0.25,0.03,0.13
22,"[323, 405, 253, 300]",0.28,0.07,0.2,0.0,0.25,0.03,0.17
23,"[321, 405, 255, 303]",0.23,0.08,0.22,0.0,0.26,0.02,0.19
24,"[322, 406, 254, 301]",0.23,0.1,0.22,0.0,0.28,0.02,0.16
25,"[323, 405, 255, 302]",0.24,0.06,0.21,0.0,0.22,0.03,0.24
