,box,angry,disgust,fear,happy,sad,surprise,neutral
0,"[525, 396, 199, 232]",0.13,0.0,0.08,0.0,0.24,0.0,0.55
1,"[525, 396, 199, 232]",0.12,0.0,0.11,0.0,0.26,0.0,0.5
2,"[525, 398, 196, 228]",0.14,0.0,0.18,0.0,0.51,0.0,0.17
3,"[524, 397, 198, 230]",0.12,0.0,0.16,0.0,0.49,0.0,0.23
4,"[523, 395, 200, 233]",0.11,0.0,0.12,0.0,0.42,0.0,0.35
5,"[523, 395, 200, 233]",0.1,0.0,0.13,0.0,0.45,0.0,0.32
6,"[524, 396, 199, 232]",0.1,0.0,0.13,0.0,0.33,0.0,0.44
7,"[524, 396, 200, 233]",0.1,0.0,0.08,0.0,0.33,0.0,0.49
8,"[524, 396, 200, 233]",0.09,0.0,0.11,0.0,0.34,0.0,0.45
9,"[523, 396, 201, 232]",0.07,0.0,0.12,0.0,0.34,0.0,0.46
10,"[522, 395, 202, 234]",0.14,0.0,0.09,0.0,0.33,0.0,0.45
11,"[524, 397, 201, 232]",0.07,0.0,0.1,0.0,0.37,0.0,0.45
12,"[524, 397, 201, 232]",0.08,0.0,0.09,0.0,0.3,0.0,0.52
13,"[523, 397, 202, 233]",0.08,0.0,0.08,0.0,0.32,0.0,0.51
14,"[523, 395, 203, 235]",0.07,0.0,0.11,0.0,0.34,0.0,0.48
15,"[523, 395, 202, 234]",0.12,0.0,0.12,0.0,0.33,0.0,0.43
16,"[523, 395, 202, 234]",0.12,0.0,0.11,0.0,0.4,0.0,0.37
17,"[523, 396, 202, 232]",0.12,0.0,0.1,0.0,0.36,0.0,0.41
18,"[524, 396, 202, 235]",0.14,0.0,0.07,0.0,0.28,0.0,0.51
19,"[524, 395, 202, 233]",0.1,0.0,0.08,0.0,0.28,0.0,0.54
20,"[523, 391, 205, 239]",0.13,0.0,0.13,0.0,0.35,0.0,0.38
21,"[525, 394, 200, 232]",0.14,0.0,0.13,0.0,0.36,0.0,0.37
22,"[525, 396, 200, 231]",0.1,0.0,0.12,0.0,0.34,0.0,0.43
23,"[526, 391, 203, 235]",0.15,0.0,0.15,0.0,0.36,0.01,0.33
24,"[523, 387, 205, 242]",0.16,0.0,0.17,0.0,0.45,0.01,0.21
25,"[524, 393, 204, 239]",0.11,0.0,0.14,0.0,0.49,0.01,0.25
26,"[523, 392, 204, 242]",0.14,0.0,0.18,0.0,0.39,0.01,0.29
27,"[522, 390, 204, 243]",0.15,0.0,0.17,0.0,0.34,0.01,0.33
28,"[522, 392, 204, 240]",0.19,0.0,0.15,0.0,0.37,0.01,0.28
29,"[523, 391, 203, 241]",0.17,0.0,0.13,0.0,0.35,0.0,0.34
30,"[523, 393, 204, 237]",0.09,0.0,0.08,0.01,0.21,0.01,0.6
31,"[525, 394, 202, 234]",0.07,0.0,0.12,0.0,0.23,0.01,0.57
32,"[525, 393, 202, 234]",0.11,0.0,0.14,0.0,0.28,0.01,0.46
33,"[524, 393, 203, 236]",0.12,0.0,0.11,0.0,0.25,0.01,0.51
34,"[524, 386, 207, 241]",0.09,0.0,0.08,0.0,0.16,0.01,0.66
35,"[524, 395, 202, 232]",0.1,0.0,0.12,0.01,0.28,0.01,0.49
36,"[524, 387, 206, 239]",0.05,0.0,0.07,0.01,0.14,0.01,0.72
37,"[525, 396, 201, 232]",0.08,0.0,0.14,0.01,0.28,0.01,0.48
38,"[522, 391, 201, 234]",0.07,0.0,0.07,0.01,0.21,0.01,0.64
39,"[525, 397, 201, 232]",0.08,0.0,0.11,0.0,0.25,0.0,0.55
40,"[524, 394, 202, 233]",0.14,0.0,0.1,0.0,0.25,0.01,0.51
41,"[523, 387, 206, 240]",0.1,0.0,0.1,0.02,0.25,0.0,0.53
42,"[523, 393, 202, 231]",0.08,0.0,0.08,0.01,0.17,0.01,0.65
43,"[520, 391, 203, 233]",0.11,0.0,0.08,0.01,0.26,0.0,0.54
44,"[523, 393, 202, 232]",0.11,0.0,0.08,0.01,0.24,0.0,0.57
45,"[522, 392, 201, 233]",0.1,0.0,0.08,0.0,0.25,0.0,0.56
46,"[521, 384, 207, 243]",0.18,0.0,0.09,0.0,0.32,0.0,0.41
47,"[524, 395, 201, 229]",0.09,0.0,0.1,0.0,0.22,0.0,0.59
48,"[524, 393, 201, 234]",0.12,0.0,0.14,0.0,0.24,0.01,0.49
49,"[524, 394, 200, 230]",0.16,0.0,0.14,0.0,0.29,0.01,0.41
50,"[523, 395, 200, 229]",0.11,0.0,0.1,0.0,0.19,0.01,0.59
51,"[522, 394, 201, 230]",0.11,0.0,0.1,0.0,0.18,0.0,0.61
52,"[520, 391, 202, 233]",0.17,0.0,0.08,0.0,0.26,0.01,0.48
53,"[519, 390, 203, 234]",0.12,0.0,0.09,0.0,0.21,0.01,0.57
54,"[518, 390, 203, 234]",0.08,0.0,0.08,0.01,0.18,0.01,0.65
55,"[521, 395, 202, 230]",0.09,0.0,0.12,0.0,0.26,0.01,0.52
56,"[522, 395, 201, 230]",0.1,0.0,0.16,0.0,0.25,0.0,0.48
57,"[523, 397, 200, 228]",0.09,0.0,0.12,0.01,0.19,0.0,0.59
58,"[523, 395, 200, 230]",0.08,0.0,0.12,0.01,0.22,0.0,0.57
59,"[522, 394, 201, 230]",0.09,0.0,0.06,0.0,0.19,0.0,0.65
60,"[523, 395, 201, 229]",0.11,0.0,0.17,0.01,0.28,0.01,0.42
61,"[520, 391, 201, 233]",0.18,0.0,0.08,0.0,0.23,0.01,0.51
62,"[524, 395, 200, 229]",0.08,0.0,0.1,0.0,0.24,0.01,0.57
63,"[522, 393, 201, 232]",0.1,0.0,0.09,0.01,0.19,0.01,0.6
