,box,angry,disgust,fear,happy,sad,surprise,neutral
0,"[605, 243, 213, 260]",0.0,0.0,0.01,0.87,0.01,0.0,0.11
1,"[605, 243, 210, 258]",0.0,0.0,0.0,0.91,0.01,0.0,0.07
2,"[604, 243, 210, 257]",0.0,0.0,0.01,0.86,0.01,0.0,0.11
3,"[604, 242, 209, 253]",0.0,0.0,0.01,0.91,0.01,0.0,0.07
4,"[602, 242, 208, 252]",0.01,0.0,0.01,0.88,0.02,0.0,0.09
5,"[601, 250, 207, 245]",0.0,0.0,0.01,0.76,0.02,0.0,0.21
6,"[598, 250, 208, 245]",0.0,0.0,0.01,0.8,0.01,0.0,0.17
7,"[597, 251, 207, 247]",0.01,0.0,0.01,0.75,0.02,0.0,0.21
8,"[596, 251, 208, 250]",0.01,0.0,0.01,0.69,0.02,0.0,0.27
9,"[597, 252, 207, 248]",0.01,0.0,0.0,0.79,0.01,0.0,0.19
10,"[597, 252, 208, 249]",0.0,0.0,0.0,0.91,0.0,0.0,0.08
11,"[598, 249, 208, 251]",0.0,0.0,0.0,0.92,0.0,0.0,0.07
12,"[596, 250, 210, 254]",0.0,0.0,0.0,0.92,0.01,0.0,0.07
13,"[594, 251, 211, 254]",0.0,0.0,0.0,0.94,0.0,0.0,0.05
14,"[592, 251, 212, 255]",0.0,0.0,0.0,0.87,0.01,0.0,0.11
15,"[595, 252, 210, 250]",0.0,0.0,0.0,0.91,0.01,0.0,0.08
16,"[595, 252, 211, 249]",0.0,0.0,0.0,0.96,0.0,0.0,0.04
17,"[592, 248, 211, 255]",0.0,0.0,0.0,0.99,0.0,0.0,0.01
18,"[592, 248, 211, 255]",0.0,0.0,0.0,0.98,0.0,0.0,0.02
19,"[595, 253, 208, 246]",0.0,0.0,0.0,0.98,0.0,0.0,0.01
20,"[592, 248, 210, 255]",0.0,0.0,0.0,0.99,0.0,0.0,0.01
21,"[585, 233, 221, 276]",0.0,0.0,0.0,0.97,0.01,0.0,0.02
22,"[585, 231, 220, 278]",0.0,0.0,0.0,0.99,0.0,0.0,0.01
23,"[586, 243, 214, 259]",0.0,0.0,0.0,0.99,0.0,0.0,0.01
24,"[586, 248, 215, 258]",0.0,0.0,0.0,0.99,0.0,0.0,0.01
25,"[588, 249, 211, 253]",0.0,0.0,0.0,0.98,0.0,0.0,0.01
26,"[588, 247, 212, 255]",0.0,0.0,0.0,0.99,0.0,0.0,0.01
27,"[590, 245, 209, 253]",0.0,0.0,0.0,0.99,0.0,0.0,0.01
28,"[585, 247, 212, 248]",0.0,0.0,0.0,0.99,0.0,0.0,0.01
29,"[586, 247, 210, 249]",0.0,0.0,0.0,0.99,0.0,0.0,0.01
30,"[584, 244, 211, 253]",0.0,0.0,0.0,0.98,0.0,0.0,0.02
31,"[586, 245, 211, 253]",0.0,0.0,0.0,0.99,0.0,0.0,0.01
32,"[587, 246, 211, 251]",0.0,0.0,0.0,0.99,0.0,0.0,0.01
33,"[585, 243, 213, 254]",0.0,0.0,0.0,0.99,0.0,0.0,0.01
34,"[585, 242, 213, 257]",0.0,0.0,0.0,0.99,0.0,0.0,0.01
35,"[587, 245, 211, 252]",0.0,0.0,0.0,0.99,0.0,0.0,0.01
36,"[587, 245, 211, 254]",0.0,0.0,0.0,0.99,0.0,0.0,0.01
37,"[588, 245, 211, 254]",0.0,0.0,0.0,0.98,0.0,0.0,0.02
38,"[588, 246, 211, 254]",0.0,0.0,0.0,0.98,0.0,0.0,0.01
39,"[587, 245, 213, 257]",0.0,0.0,0.0,0.99,0.0,0.0,0.01
40,"[586, 244, 214, 258]",0.0,0.0,0.0,0.99,0.0,0.0,0.01
41,"[585, 246, 215, 259]",0.0,0.0,0.0,0.98,0.0,0.0,0.01
42,"[585, 246, 214, 259]",0.0,0.0,0.0,0.98,0.0,0.0,0.02
43,"[586, 247, 214, 258]",0.0,0.0,0.0,0.98,0.0,0.0,0.02
44,"[588, 248, 213, 255]",0.0,0.0,0.0,0.98,0.0,0.0,0.02
45,"[590, 250, 209, 255]",0.0,0.0,0.0,0.98,0.0,0.0,0.02
46,"[592, 252, 209, 252]",0.0,0.0,0.0,0.98,0.0,0.0,0.02
