,box,angry,disgust,fear,happy,sad,surprise,neutral
0,"[546, 439, 225, 275]",0.03,0.0,0.01,0.0,0.35,0.0,0.61
1,"[552, 439, 219, 275]",0.04,0.0,0.02,0.0,0.42,0.0,0.53
2,"[549, 440, 221, 273]",0.05,0.0,0.02,0.0,0.44,0.0,0.49
3,"[546, 439, 228, 280]",0.04,0.0,0.03,0.0,0.53,0.0,0.39
4,"[542, 441, 227, 284]",0.03,0.0,0.02,0.0,0.53,0.0,0.42
5,"[550, 441, 222, 279]",0.04,0.0,0.04,0.0,0.52,0.0,0.41
6,"[541, 438, 229, 286]",0.02,0.0,0.01,0.0,0.51,0.0,0.45
7,"[549, 441, 222, 278]",0.04,0.0,0.03,0.0,0.52,0.0,0.4
8,"[543, 440, 227, 285]",0.03,0.0,0.02,0.0,0.57,0.0,0.38
9,"[544, 446, 222, 278]",0.02,0.0,0.01,0.0,0.48,0.0,0.48
10,"[544, 442, 227, 281]",0.02,0.0,0.01,0.0,0.48,0.0,0.49
11,"[541, 439, 231, 287]",0.02,0.0,0.01,0.0,0.6,0.0,0.37
12,"[545, 440, 227, 284]",0.03,0.0,0.02,0.0,0.59,0.0,0.36
13,"[543, 438, 230, 285]",0.03,0.0,0.02,0.0,0.55,0.0,0.41
14,"[541, 436, 230, 292]",0.02,0.0,0.01,0.0,0.71,0.0,0.25
15,"[541, 438, 231, 287]",0.02,0.0,0.01,0.0,0.63,0.0,0.34
16,"[542, 437, 230, 288]",0.02,0.0,0.02,0.0,0.58,0.0,0.38
17,"[543, 439, 227, 287]",0.02,0.0,0.02,0.0,0.61,0.0,0.36
18,"[541, 435, 229, 289]",0.02,0.0,0.02,0.0,0.53,0.0,0.42
19,"[542, 438, 227, 289]",0.02,0.0,0.02,0.0,0.68,0.0,0.28
20,"[542, 439, 226, 287]",0.02,0.0,0.02,0.0,0.58,0.0,0.39
21,"[541, 435, 229, 291]",0.02,0.0,0.02,0.0,0.6,0.0,0.35
22,"[540, 433, 230, 293]",0.03,0.0,0.02,0.0,0.58,0.0,0.37
23,"[541, 436, 228, 290]",0.02,0.0,0.02,0.0,0.67,0.0,0.28
24,"[539, 433, 231, 292]",0.03,0.0,0.02,0.0,0.54,0.0,0.41
25,"[541, 436, 228, 291]",0.02,0.0,0.02,0.0,0.7,0.0,0.26
26,"[540, 435, 229, 292]",0.02,0.0,0.02,0.0,0.7,0.0,0.25
27,"[540, 434, 229, 293]",0.02,0.0,0.02,0.0,0.69,0.0,0.27
28,"[540, 435, 228, 289]",0.02,0.0,0.02,0.0,0.6,0.0,0.37
29,"[541, 440, 227, 285]",0.02,0.0,0.02,0.0,0.55,0.0,0.4
30,"[540, 436, 230, 295]",0.02,0.0,0.02,0.0,0.63,0.0,0.33
31,"[539, 436, 227, 294]",0.02,0.0,0.04,0.0,0.55,0.0,0.39
32,"[540, 436, 226, 294]",0.02,0.0,0.05,0.0,0.53,0.0,0.39
33,"[542, 443, 221, 282]",0.04,0.0,0.05,0.0,0.59,0.0,0.33
34,"[539, 437, 228, 294]",0.03,0.0,0.04,0.0,0.51,0.0,0.41
35,"[540, 438, 225, 296]",0.05,0.0,0.06,0.0,0.6,0.0,0.3
36,"[539, 435, 228, 293]",0.02,0.0,0.03,0.0,0.62,0.0,0.33
37,"[540, 437, 227, 292]",0.03,0.0,0.03,0.0,0.63,0.0,0.31
38,"[539, 436, 228, 295]",0.02,0.0,0.04,0.0,0.63,0.0,0.31
39,"[539, 438, 228, 291]",0.02,0.0,0.04,0.0,0.66,0.0,0.28
40,"[539, 438, 228, 294]",0.03,0.0,0.03,0.0,0.66,0.0,0.28
41,"[539, 437, 230, 295]",0.04,0.0,0.03,0.0,0.59,0.0,0.35
42,"[539, 438, 227, 292]",0.03,0.0,0.03,0.0,0.57,0.0,0.38
43,"[540, 437, 229, 293]",0.03,0.0,0.02,0.0,0.66,0.0,0.29
44,"[540, 438, 228, 294]",0.04,0.0,0.03,0.0,0.54,0.0,0.38
45,"[539, 437, 227, 293]",0.03,0.0,0.03,0.0,0.56,0.0,0.38
46,"[538, 436, 229, 294]",0.03,0.0,0.03,0.0,0.62,0.0,0.32
47,"[537, 436, 231, 292]",0.03,0.0,0.03,0.0,0.52,0.0,0.42
48,"[540, 434, 230, 288]",0.03,0.0,0.04,0.0,0.5,0.0,0.44
49,"[538, 436, 230, 290]",0.03,0.0,0.03,0.0,0.55,0.0,0.39
50,"[540, 435, 226, 292]",0.03,0.0,0.04,0.0,0.55,0.0,0.37
51,"[544, 441, 220, 282]",0.02,0.0,0.03,0.0,0.72,0.0,0.23
52,"[545, 445, 217, 280]",0.01,0.0,0.01,0.0,0.67,0.0,0.3
53,"[543, 436, 223, 292]",0.02,0.0,0.02,0.0,0.81,0.0,0.15
54,"[548, 436, 221, 292]",0.02,0.0,0.03,0.0,0.65,0.0,0.29
55,"[552, 438, 217, 290]",0.03,0.0,0.04,0.0,0.6,0.0,0.33
56,"[546, 434, 222, 287]",0.03,0.0,0.05,0.0,0.52,0.0,0.39
57,"[548, 434, 220, 290]",0.03,0.0,0.04,0.0,0.55,0.0,0.38
58,"[550, 435, 217, 286]",0.02,0.0,0.06,0.0,0.58,0.0,0.34
59,"[549, 434, 220, 288]",0.02,0.0,0.04,0.0,0.61,0.0,0.33
60,"[553, 438, 220, 291]",0.03,0.0,0.04,0.0,0.56,0.0,0.36
61,"[545, 436, 225, 290]",0.02,0.0,0.04,0.0,0.6,0.0,0.33
62,"[544, 434, 223, 294]",0.02,0.0,0.05,0.0,0.65,0.0,0.27
63,"[544, 435, 220, 289]",0.02,0.0,0.03,0.0,0.64,0.0,0.31
