,box,angry,disgust,fear,happy,sad,surprise,neutral
0,"[583, 262, 208, 247]",0.01,0.0,0.0,0.86,0.06,0.02,0.04
1,"[581, 262, 210, 250]",0.01,0.0,0.0,0.86,0.07,0.02,0.04
2,"[581, 261, 210, 249]",0.01,0.0,0.01,0.87,0.07,0.01,0.04
3,"[572, 263, 212, 248]",0.0,0.0,0.0,0.97,0.01,0.0,0.02
4,"[570, 262, 213, 248]",0.0,0.0,0.0,0.97,0.01,0.0,0.02
5,"[571, 263, 211, 248]",0.0,0.0,0.0,0.97,0.0,0.0,0.02
6,"[568, 256, 218, 257]",0.0,0.0,0.0,0.96,0.01,0.0,0.02
7,"[569, 258, 218, 256]",0.0,0.0,0.0,0.97,0.01,0.0,0.01
8,"[576, 266, 210, 251]",0.01,0.0,0.0,0.95,0.03,0.0,0.02
9,"[577, 267, 210, 247]",0.01,0.0,0.0,0.89,0.06,0.01,0.03
10,"[580, 264, 212, 250]",0.03,0.0,0.01,0.84,0.07,0.01,0.05
11,"[582, 270, 211, 246]",0.03,0.0,0.01,0.83,0.08,0.01,0.04
12,"[582, 264, 212, 250]",0.03,0.0,0.01,0.88,0.04,0.0,0.03
13,"[578, 264, 214, 250]",0.02,0.0,0.0,0.94,0.01,0.0,0.02
14,"[573, 266, 214, 249]",0.01,0.0,0.0,0.95,0.01,0.0,0.03
15,"[574, 266, 212, 248]",0.0,0.0,0.0,0.96,0.01,0.0,0.02
16,"[575, 266, 213, 249]",0.01,0.0,0.0,0.94,0.01,0.0,0.04
17,"[573, 265, 215, 251]",0.0,0.0,0.0,0.95,0.01,0.0,0.03
18,"[573, 267, 214, 250]",0.01,0.0,0.0,0.96,0.01,0.0,0.02
19,"[580, 266, 210, 248]",0.02,0.0,0.01,0.82,0.11,0.0,0.04
20,"[580, 265, 209, 249]",0.02,0.0,0.01,0.85,0.07,0.01,0.05
21,"[569, 243, 201, 244]",0.0,0.0,0.0,0.95,0.01,0.01,0.02
22,"[567, 243, 208, 251]",0.0,0.0,0.0,0.98,0.01,0.0,0.01
23,"[566, 243, 210, 253]",0.0,0.0,0.0,0.99,0.0,0.0,0.01
24,"[565, 242, 213, 258]",0.0,0.0,0.0,0.99,0.0,0.0,0.0
