,box,angry,disgust,fear,happy,sad,surprise,neutral
287,"[583, 369, 174, 213]",0.03,0.0,0.03,0.0,0.07,0.0,0.87
288,"[583, 370, 173, 212]",0.03,0.0,0.03,0.0,0.07,0.0,0.87
289,"[583, 366, 178, 220]",0.05,0.0,0.04,0.0,0.1,0.0,0.8
290,"[582, 371, 173, 211]",0.04,0.0,0.03,0.0,0.08,0.0,0.85
291,"[582, 371, 174, 214]",0.04,0.0,0.04,0.0,0.09,0.0,0.83
292,"[582, 370, 174, 215]",0.05,0.0,0.05,0.0,0.1,0.0,0.79
293,"[583, 370, 174, 215]",0.07,0.0,0.06,0.0,0.11,0.0,0.76
294,"[584, 370, 173, 215]",0.04,0.0,0.03,0.0,0.07,0.0,0.86
295,"[586, 371, 173, 213]",0.02,0.0,0.02,0.0,0.05,0.0,0.9
296,"[596, 373, 170, 209]",0.02,0.0,0.01,0.0,0.04,0.0,0.93
297,"[590, 369, 175, 215]",0.07,0.0,0.05,0.0,0.13,0.0,0.74
298,"[593, 367, 177, 219]",0.11,0.0,0.09,0.01,0.16,0.01,0.62
299,"[597, 368, 179, 219]",0.07,0.0,0.1,0.01,0.16,0.0,0.66
300,"[601, 366, 182, 225]",0.1,0.0,0.09,0.01,0.2,0.0,0.59
301,"[604, 367, 185, 225]",0.16,0.0,0.14,0.03,0.21,0.0,0.46
302,"[611, 362, 189, 233]",0.15,0.01,0.27,0.1,0.36,0.01,0.1
303,"[620, 376, 178, 219]",0.16,0.0,0.09,0.02,0.54,0.0,0.18
304,"[623, 375, 178, 220]",0.15,0.0,0.05,0.03,0.22,0.01,0.54
305,"[636, 384, 166, 209]",0.26,0.0,0.07,0.01,0.25,0.0,0.41
306,"[614, 369, 188, 231]",0.22,0.0,0.07,0.03,0.25,0.0,0.43
307,"[616, 369, 189, 233]",0.33,0.0,0.07,0.03,0.14,0.0,0.42
308,"[616, 370, 188, 230]",0.23,0.0,0.06,0.02,0.18,0.0,0.52
309,"[616, 369, 189, 231]",0.19,0.0,0.08,0.01,0.19,0.0,0.53
310,"[616, 369, 188, 231]",0.25,0.0,0.08,0.01,0.2,0.0,0.46
311,"[618, 368, 185, 227]",0.28,0.0,0.09,0.04,0.17,0.0,0.42
312,"[619, 364, 188, 232]",0.28,0.0,0.09,0.02,0.2,0.0,0.41
313,"[630, 370, 182, 222]",0.23,0.0,0.11,0.01,0.23,0.0,0.42
314,"[622, 363, 190, 232]",0.2,0.0,0.11,0.01,0.25,0.0,0.43
