,box,angry,disgust,fear,happy,sad,surprise,neutral
0,"[483, 287, 221, 263]",0.19,0.0,0.15,0.0,0.5,0.0,0.16
1,"[483, 287, 220, 262]",0.13,0.0,0.14,0.0,0.61,0.0,0.12
2,"[483, 290, 212, 253]",0.14,0.0,0.15,0.0,0.59,0.0,0.12
3,"[483, 290, 216, 259]",0.22,0.0,0.16,0.0,0.52,0.0,0.1
4,"[483, 290, 213, 254]",0.19,0.0,0.16,0.0,0.55,0.0,0.1
5,"[487, 286, 219, 263]",0.17,0.0,0.14,0.0,0.6,0.0,0.09
6,"[486, 284, 216, 263]",0.23,0.0,0.11,0.0,0.52,0.0,0.13
7,"[488, 302, 188, 229]",0.23,0.0,0.12,0.0,0.46,0.0,0.19
8,"[487, 301, 190, 232]",0.2,0.0,0.13,0.0,0.48,0.0,0.18
9,"[489, 302, 189, 230]",0.17,0.0,0.14,0.0,0.51,0.0,0.17
10,"[490, 287, 208, 250]",0.14,0.0,0.09,0.01,0.49,0.0,0.26
11,"[484, 270, 220, 266]",0.2,0.0,0.12,0.0,0.41,0.0,0.27
12,"[484, 272, 216, 261]",0.15,0.0,0.1,0.0,0.35,0.0,0.39
13,"[486, 281, 210, 246]",0.09,0.0,0.17,0.0,0.39,0.0,0.35
14,"[485, 282, 208, 244]",0.13,0.0,0.12,0.0,0.45,0.0,0.29
15,"[485, 283, 203, 241]",0.11,0.0,0.13,0.0,0.39,0.0,0.37
16,"[485, 285, 202, 239]",0.06,0.0,0.1,0.0,0.44,0.0,0.39
17,"[483, 287, 202, 239]",0.08,0.0,0.1,0.0,0.51,0.0,0.3
18,"[481, 290, 202, 238]",0.07,0.0,0.11,0.0,0.52,0.0,0.29
19,"[478, 288, 202, 241]",0.05,0.0,0.11,0.0,0.48,0.0,0.35
20,"[478, 292, 204, 238]",0.06,0.0,0.11,0.0,0.58,0.0,0.25
21,"[475, 290, 205, 244]",0.06,0.0,0.09,0.0,0.69,0.0,0.16
22,"[477, 293, 205, 240]",0.1,0.0,0.09,0.0,0.6,0.0,0.2
23,"[478, 294, 203, 238]",0.09,0.0,0.08,0.0,0.55,0.0,0.27
24,"[477, 294, 200, 236]",0.12,0.0,0.07,0.0,0.59,0.0,0.22
25,"[476, 293, 201, 236]",0.15,0.0,0.08,0.0,0.58,0.0,0.19
26,"[473, 305, 183, 221]",0.16,0.0,0.07,0.0,0.46,0.0,0.32
27,"[471, 303, 189, 227]",0.17,0.0,0.06,0.0,0.4,0.0,0.37
28,"[474, 293, 199, 235]",0.17,0.0,0.05,0.0,0.53,0.0,0.25
29,"[473, 293, 200, 236]",0.13,0.0,0.1,0.0,0.55,0.0,0.21
30,"[473, 293, 200, 233]",0.16,0.0,0.08,0.0,0.54,0.0,0.22
31,"[470, 303, 192, 226]",0.19,0.0,0.07,0.0,0.51,0.0,0.24
32,"[470, 302, 192, 227]",0.2,0.0,0.06,0.0,0.42,0.0,0.32
33,"[471, 302, 192, 228]",0.19,0.0,0.06,0.0,0.46,0.0,0.28
34,"[472, 305, 184, 219]",0.16,0.0,0.09,0.0,0.35,0.0,0.39
35,"[474, 293, 199, 235]",0.22,0.0,0.07,0.0,0.5,0.0,0.21
36,"[473, 305, 183, 220]",0.19,0.0,0.08,0.0,0.43,0.0,0.29
37,"[474, 291, 200, 237]",0.15,0.0,0.09,0.0,0.49,0.0,0.27
38,"[473, 292, 200, 238]",0.14,0.0,0.07,0.0,0.53,0.0,0.26
39,"[476, 296, 197, 233]",0.11,0.0,0.08,0.0,0.52,0.0,0.29
40,"[477, 295, 198, 234]",0.15,0.0,0.09,0.0,0.53,0.0,0.23
41,"[476, 295, 198, 234]",0.15,0.0,0.08,0.0,0.49,0.0,0.28
42,"[472, 304, 188, 225]",0.16,0.0,0.05,0.0,0.4,0.0,0.38
43,"[473, 307, 181, 218]",0.11,0.0,0.08,0.0,0.31,0.0,0.5
44,"[475, 297, 198, 237]",0.15,0.0,0.06,0.0,0.44,0.0,0.34
45,"[475, 293, 201, 240]",0.16,0.0,0.07,0.0,0.47,0.0,0.3
46,"[477, 296, 198, 238]",0.12,0.0,0.07,0.0,0.48,0.0,0.33
47,"[477, 298, 201, 237]",0.1,0.0,0.07,0.0,0.66,0.0,0.17
48,"[474, 293, 205, 244]",0.1,0.0,0.08,0.0,0.54,0.0,0.28
49,"[476, 298, 201, 239]",0.08,0.0,0.1,0.0,0.62,0.0,0.2
50,"[476, 296, 201, 240]",0.12,0.0,0.11,0.0,0.55,0.0,0.22
51,"[477, 299, 199, 238]",0.08,0.0,0.11,0.0,0.6,0.0,0.21
52,"[476, 297, 203, 239]",0.06,0.0,0.11,0.0,0.66,0.0,0.16
53,"[476, 299, 204, 241]",0.06,0.0,0.12,0.0,0.64,0.0,0.17
54,"[475, 294, 203, 248]",0.06,0.0,0.09,0.0,0.67,0.0,0.19
55,"[477, 299, 204, 243]",0.06,0.0,0.08,0.0,0.69,0.0,0.17
56,"[476, 299, 205, 245]",0.09,0.0,0.09,0.0,0.65,0.0,0.16
57,"[477, 299, 205, 246]",0.12,0.0,0.12,0.0,0.66,0.0,0.1
58,"[476, 301, 204, 244]",0.09,0.0,0.12,0.0,0.68,0.0,0.11
59,"[478, 300, 202, 243]",0.05,0.0,0.1,0.0,0.55,0.0,0.29
