,box,angry,disgust,fear,happy,sad,surprise,neutral
0,"[1204, 165, 32, 43]",0.04,0.0,0.16,0.16,0.35,0.05,0.23
1,"[1211, 208, 28, 41]",0.07,0.01,0.18,0.2,0.27,0.08,0.18
2,"[1209, 222, 23, 37]",0.08,0.0,0.07,0.06,0.27,0.07,0.44
3,"[971, 651, 18, 25]",0.21,0.0,0.11,0.25,0.27,0.04,0.12
4,"[1208, 173, 30, 44]",0.31,0.0,0.16,0.06,0.12,0.15,0.19
5,"[1209, 159, 25, 38]",0.19,0.0,0.13,0.08,0.09,0.14,0.37
6,"[1180, 640, 24, 31]",0.34,0.01,0.05,0.21,0.08,0.23,0.09
7,"[1212, 173, 29, 42]",0.24,0.01,0.14,0.11,0.18,0.11,0.22
8,"[738, 575, 42, 49]",0.05,0.0,0.05,0.68,0.04,0.04,0.15
9,"[1211, 183, 23, 31]",0.13,0.0,0.18,0.12,0.33,0.06,0.18
10,"[556, 291, 305, 369]",0.06,0.0,0.07,0.4,0.1,0.0,0.36
11,"[1220, 165, 20, 27]",0.12,0.01,0.17,0.03,0.5,0.02,0.15
12,"[802, 349, 51, 68]",0.15,0.0,0.14,0.23,0.19,0.02,0.27
13,"[544, 431, 231, 287]",0.16,0.0,0.07,0.2,0.27,0.0,0.29
14,"[1212, 162, 26, 35]",0.03,0.0,0.12,0.05,0.31,0.05,0.43
15,"[1206, 195, 25, 38]",0.16,0.02,0.13,0.03,0.32,0.05,0.3
16,"[556, 450, 239, 275]",0.12,0.0,0.13,0.19,0.35,0.01,0.2
17,"[538, 350, 295, 345]",0.24,0.0,0.17,0.24,0.16,0.0,0.2
18,"[533, 354, 300, 343]",0.11,0.0,0.11,0.49,0.12,0.0,0.16
19,"[504, 344, 291, 350]",0.14,0.0,0.34,0.22,0.21,0.0,0.09
20,"[442, 294, 290, 364]",0.08,0.0,0.1,0.44,0.18,0.01,0.19
21,"[482, 363, 262, 322]",0.12,0.0,0.1,0.2,0.36,0.01,0.2
22,"[434, 303, 311, 383]",0.13,0.0,0.04,0.7,0.05,0.0,0.07
23,"[1258, 632, 20, 30]",0.11,0.01,0.08,0.21,0.18,0.2,0.21
24,"[452, 265, 290, 369]",0.13,0.0,0.25,0.28,0.21,0.01,0.12
25,"[452, 313, 277, 346]",0.08,0.0,0.04,0.63,0.08,0.0,0.18
26,"[448, 301, 285, 349]",0.18,0.0,0.07,0.46,0.13,0.0,0.16
27,"[456, 249, 273, 335]",0.16,0.0,0.11,0.48,0.14,0.01,0.11
28,"[353, 268, 310, 387]",0.06,0.0,0.11,0.32,0.34,0.0,0.16
29,"[439, 265, 287, 362]",0.14,0.0,0.14,0.38,0.16,0.0,0.16
