,box,angry,disgust,fear,happy,sad,surprise,neutral
0,"[485, 292, 192, 249]",0.06,0.0,0.17,0.1,0.32,0.03,0.33
1,"[505, 313, 169, 218]",0.08,0.0,0.11,0.04,0.4,0.03,0.34
2,"[502, 307, 169, 223]",0.07,0.0,0.21,0.04,0.34,0.03,0.31
3,"[487, 291, 192, 251]",0.06,0.0,0.17,0.09,0.25,0.02,0.41
4,"[488, 291, 192, 249]",0.07,0.0,0.22,0.06,0.28,0.02,0.35
5,"[487, 292, 192, 247]",0.11,0.0,0.26,0.06,0.24,0.03,0.3
6,"[486, 291, 193, 250]",0.09,0.0,0.18,0.11,0.22,0.03,0.37
7,"[485, 292, 189, 253]",0.07,0.0,0.17,0.05,0.32,0.02,0.37
8,"[503, 309, 170, 221]",0.12,0.0,0.17,0.04,0.32,0.03,0.31
9,"[485, 290, 194, 253]",0.08,0.0,0.23,0.06,0.21,0.03,0.38
10,"[485, 298, 193, 245]",0.09,0.0,0.23,0.06,0.24,0.03,0.36
11,"[485, 295, 194, 248]",0.1,0.0,0.25,0.06,0.23,0.04,0.32
12,"[485, 295, 195, 249]",0.08,0.0,0.27,0.05,0.2,0.03,0.37
13,"[484, 285, 192, 262]",0.06,0.0,0.24,0.06,0.2,0.03,0.41
14,"[485, 284, 192, 261]",0.07,0.0,0.34,0.04,0.15,0.04,0.36
15,"[485, 292, 197, 254]",0.05,0.0,0.19,0.05,0.16,0.02,0.52
16,"[496, 309, 179, 227]",0.07,0.0,0.15,0.01,0.31,0.01,0.43
17,"[486, 291, 194, 253]",0.03,0.0,0.16,0.01,0.36,0.01,0.43
18,"[488, 288, 189, 252]",0.02,0.0,0.1,0.02,0.3,0.01,0.55
19,"[498, 309, 174, 223]",0.07,0.0,0.11,0.0,0.37,0.01,0.43
20,"[485, 286, 193, 255]",0.06,0.0,0.22,0.03,0.28,0.02,0.39
21,"[486, 287, 190, 253]",0.07,0.0,0.26,0.01,0.35,0.03,0.29
22,"[484, 292, 196, 254]",0.05,0.0,0.24,0.02,0.31,0.01,0.37
23,"[484, 289, 196, 259]",0.08,0.0,0.21,0.05,0.2,0.02,0.43
24,"[484, 293, 197, 255]",0.04,0.0,0.16,0.09,0.21,0.02,0.48
25,"[484, 291, 198, 258]",0.04,0.0,0.12,0.23,0.12,0.01,0.47
26,"[484, 293, 199, 255]",0.03,0.0,0.1,0.28,0.12,0.01,0.46
27,"[484, 292, 198, 257]",0.03,0.0,0.11,0.17,0.12,0.01,0.56
28,"[484, 293, 199, 257]",0.03,0.0,0.12,0.19,0.14,0.01,0.5
29,"[486, 288, 193, 256]",0.05,0.0,0.16,0.07,0.17,0.02,0.53
30,"[485, 291, 197, 259]",0.06,0.0,0.17,0.02,0.31,0.01,0.42
31,"[486, 294, 197, 256]",0.04,0.0,0.13,0.02,0.3,0.01,0.51
32,"[486, 293, 197, 258]",0.05,0.0,0.2,0.03,0.29,0.01,0.43
33,"[487, 294, 196, 256]",0.05,0.0,0.18,0.03,0.29,0.01,0.44
