,box,angry,disgust,fear,happy,sad,surprise,neutral
0,"[627, 273, 185, 228]",0.02,0.0,0.02,0.01,0.35,0.0,0.6
1,"[628, 269, 187, 229]",0.04,0.0,0.03,0.01,0.39,0.0,0.52
2,"[628, 273, 186, 225]",0.07,0.0,0.06,0.02,0.36,0.0,0.49
3,"[628, 272, 183, 221]",0.03,0.0,0.03,0.01,0.35,0.0,0.58
4,"[625, 271, 184, 223]",0.04,0.0,0.03,0.0,0.33,0.0,0.59
5,"[623, 260, 184, 230]",0.12,0.0,0.02,0.01,0.17,0.0,0.68
6,"[622, 263, 184, 231]",0.09,0.0,0.03,0.02,0.18,0.0,0.68
7,"[620, 262, 183, 228]",0.09,0.0,0.04,0.02,0.17,0.0,0.68
8,"[611, 262, 188, 232]",0.08,0.0,0.04,0.02,0.17,0.01,0.69
9,"[609, 263, 188, 235]",0.08,0.0,0.04,0.03,0.16,0.0,0.7
10,"[605, 266, 187, 234]",0.12,0.0,0.06,0.05,0.16,0.0,0.61
11,"[597, 266, 186, 231]",0.12,0.0,0.07,0.06,0.18,0.01,0.57
12,"[590, 270, 185, 229]",0.02,0.0,0.02,0.04,0.23,0.0,0.69
13,"[579, 267, 187, 234]",0.05,0.0,0.03,0.03,0.29,0.0,0.6
14,"[564, 269, 188, 233]",0.06,0.0,0.04,0.03,0.24,0.0,0.63
15,"[551, 266, 185, 228]",0.06,0.0,0.04,0.04,0.18,0.0,0.68
16,"[541, 266, 181, 223]",0.05,0.0,0.04,0.01,0.24,0.0,0.66
17,"[538, 263, 183, 220]",0.01,0.0,0.03,0.01,0.18,0.0,0.76
18,"[540, 257, 185, 224]",0.02,0.0,0.03,0.03,0.26,0.0,0.66
19,"[539, 250, 186, 230]",0.02,0.0,0.03,0.04,0.22,0.0,0.68
20,"[547, 245, 187, 227]",0.02,0.0,0.04,0.03,0.08,0.01,0.83
21,"[554, 247, 187, 226]",0.03,0.0,0.03,0.03,0.13,0.0,0.78
22,"[561, 253, 185, 225]",0.01,0.0,0.02,0.03,0.14,0.0,0.79
